,binned_BALANCE,binned_PURCHASES,binned_ONEOFF_PURCHASES,binned_INSTALLMENTS_PURCHASES,binned_CASH_ADVANCE,binned_CASH_ADVANCE_TRX,binned_PURCHASES_TRX,binned_CREDIT_LIMIT,binned_PAYMENTS,binned_MINIMUM_PAYMENTS,binned_BALANCE_FREQUENCY,binned_PURCHASES_FREQUENCY,binned_ONEOFF_PURCHASES_FREQUENCY,binned_PURCHASES_INSTALLMENTS_FREQUENCY,binned_CASH_ADVANCE_FREQUENCY,binned_PRC_FULL_PAYMENT,binned_TENURE
1344,2.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,7.0
1345,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1346,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1347,2.0,3.0,3.0,2.0,0.0,0.0,1.0,6.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,7.0
1348,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0
1349,4.0,4.0,4.0,4.0,4.0,1.0,3.0,6.0,4.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,7.0
1350,5.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,7.0,5.0,5.0,5.0,2.0,1.0,0.0,7.0
1351,3.0,4.0,4.0,0.0,2.0,0.0,2.0,7.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,7.0
1352,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,5.0,0.0,5.0,0.0,1.0,7.0
1353,3.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0
1354,1.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0
1355,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,4.0
1356,5.0,4.0,4.0,0.0,2.0,0.0,1.0,5.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0
1357,5.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,3.0,6.0,5.0,5.0,4.0,4.0,1.0,0.0,7.0
1358,3.0,4.0,3.0,4.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,0.0,5.0,7.0
1359,5.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1360,4.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,7.0
1361,2.0,3.0,3.0,3.0,3.0,0.0,3.0,7.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,4.0,7.0
1362,4.0,3.0,0.0,4.0,0.0,0.0,3.0,5.0,3.0,7.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1363,2.0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0
1364,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1365,5.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1366,4.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,4.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1367,5.0,3.0,0.0,3.0,4.0,2.0,3.0,6.0,5.0,7.0,5.0,4.0,0.0,4.0,1.0,0.0,7.0
1368,4.0,4.0,4.0,3.0,0.0,0.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,0.0,7.0
1369,3.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,5.0,7.0
1370,2.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,7.0
1371,4.0,4.0,4.0,3.0,3.0,0.0,2.0,5.0,3.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,7.0
1372,4.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,5.0
1373,4.0,5.0,5.0,0.0,0.0,0.0,2.0,6.0,4.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,7.0
1374,3.0,4.0,4.0,4.0,3.0,0.0,3.0,6.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,0.0,7.0
1375,2.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,7.0
1376,2.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0
1377,1.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,5.0,3.0,2.0,2.0,0.0,0.0,5.0,7.0
1378,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1379,4.0,3.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,7.0
1380,1.0,2.0,0.0,3.0,0.0,0.0,2.0,6.0,4.0,4.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1381,4.0,3.0,3.0,3.0,0.0,0.0,2.0,7.0,3.0,5.0,5.0,4.0,1.0,4.0,0.0,0.0,7.0
1382,5.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,4.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1383,4.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
1384,3.0,4.0,4.0,2.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,1.0,7.0
1385,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0
1386,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
1387,5.0,2.0,2.0,0.0,5.0,3.0,1.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1388,3.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
1389,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1390,1.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,7.0
1391,4.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1392,3.0,3.0,3.0,0.0,3.0,0.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,6.0
1393,4.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1394,4.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
1395,3.0,3.0,3.0,3.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,7.0
1396,3.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,7.0
1397,4.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1398,2.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,7.0
1399,3.0,4.0,4.0,4.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,0.0,4.0,7.0
1400,4.0,3.0,3.0,0.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0
1401,4.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,8.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1402,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0
1403,4.0,4.0,4.0,0.0,0.0,0.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,7.0
1404,2.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,3.0,4.0,5.0,5.0,0.0,5.0,0.0,2.0,7.0
1405,2.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,7.0
1406,3.0,4.0,3.0,4.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,2.0,7.0
1407,4.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
1408,2.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,4.0,3.0,3.0,0.0,2.0,0.0,1.0,7.0
1409,2.0,3.0,2.0,3.0,0.0,0.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,7.0
1410,5.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1411,5.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,7.0,5.0,5.0,3.0,5.0,0.0,0.0,7.0
1412,4.0,5.0,5.0,4.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,7.0
1413,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,7.0
1414,5.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0
1415,4.0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,4.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
1416,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,8.0,5.0,5.0,0.0,4.0,0.0,0.0,7.0
1417,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0
1418,4.0,3.0,3.0,0.0,3.0,1.0,2.0,4.0,4.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0
1419,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
1420,3.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,5.0,7.0
1421,1.0,3.0,3.0,3.0,0.0,0.0,2.0,5.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0
1422,4.0,4.0,4.0,4.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,0.0,0.0,7.0
1423,4.0,5.0,4.0,4.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,7.0
1424,5.0,4.0,0.0,4.0,5.0,3.0,4.0,6.0,4.0,8.0,5.0,4.0,0.0,4.0,2.0,0.0,7.0
1425,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0
1426,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1427,4.0,4.0,4.0,4.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1428,4.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1429,3.0,2.0,2.0,0.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0
1430,4.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,8.0,5.0,3.0,0.0,3.0,0.0,0.0,7.0
1431,2.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0,4.0,7.0
1432,2.0,4.0,3.0,4.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,0.0,1.0,7.0
1433,4.0,5.0,0.0,5.0,0.0,0.0,2.0,7.0,5.0,5.0,4.0,4.0,0.0,4.0,0.0,5.0,7.0
1434,4.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,6.0,5.0,5.0,1.0,5.0,2.0,0.0,7.0
1435,5.0,3.0,3.0,0.0,4.0,2.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1436,4.0,4.0,4.0,4.0,0.0,0.0,2.0,5.0,4.0,6.0,5.0,3.0,1.0,2.0,0.0,0.0,7.0
1437,2.0,3.0,3.0,2.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,2.0,0.0,1.0,7.0
1438,4.0,3.0,2.0,3.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0
1439,4.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,7.0
1440,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,6.0,5.0,4.0,1.0,3.0,1.0,0.0,7.0
1441,2.0,3.0,3.0,2.0,0.0,0.0,1.0,5.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0
1442,5.0,3.0,0.0,3.0,4.0,3.0,1.0,6.0,4.0,7.0,5.0,1.0,0.0,1.0,1.0,0.0,7.0
1443,4.0,3.0,3.0,0.0,0.0,0.0,3.0,6.0,3.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,7.0
1444,3.0,4.0,4.0,3.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,4.0,7.0
1445,4.0,3.0,2.0,3.0,0.0,0.0,1.0,6.0,3.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,6.0
1446,3.0,3.0,0.0,4.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1447,5.0,5.0,5.0,3.0,0.0,0.0,4.0,7.0,5.0,7.0,5.0,5.0,5.0,3.0,0.0,1.0,7.0
1448,0.0,3.0,2.0,3.0,0.0,0.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,7.0
1449,4.0,2.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1450,5.0,0.0,0.0,0.0,5.0,3.0,0.0,7.0,4.0,8.0,5.0,0.0,0.0,0.0,3.0,0.0,7.0
1451,5.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1452,4.0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1453,5.0,3.0,3.0,0.0,4.0,1.0,1.0,6.0,5.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0
1454,4.0,4.0,4.0,4.0,0.0,0.0,4.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
1455,2.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,3.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,7.0
1456,4.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
1457,3.0,3.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0,5.0,0.0,5.0,0.0,4.0,2.0
1458,1.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0
1459,4.0,4.0,3.0,3.0,0.0,0.0,3.0,6.0,3.0,6.0,5.0,5.0,2.0,5.0,0.0,0.0,7.0
1460,3.0,4.0,4.0,3.0,0.0,0.0,2.0,6.0,4.0,4.0,5.0,4.0,1.0,3.0,0.0,5.0,7.0
1461,3.0,3.0,3.0,0.0,4.0,2.0,1.0,6.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,7.0
1462,5.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,3.0,7.0,5.0,0.0,0.0,0.0,3.0,0.0,7.0
1463,3.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,7.0
1464,5.0,2.0,2.0,0.0,3.0,2.0,0.0,6.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1465,4.0,4.0,4.0,3.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,7.0
1466,4.0,5.0,5.0,4.0,0.0,0.0,4.0,6.0,4.0,7.0,5.0,5.0,4.0,1.0,0.0,0.0,6.0
1467,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,7.0,5.0,2.0,1.0,1.0,0.0,0.0,6.0
1468,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,7.0
1469,4.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0
1470,2.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,5.0,7.0
1471,3.0,4.0,4.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,7.0
1472,2.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,5.0,4.0
1473,3.0,3.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,5.0
1474,4.0,4.0,3.0,4.0,0.0,0.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,0.0,0.0,7.0
1475,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0
1476,4.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0
1477,4.0,4.0,4.0,3.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,7.0
1478,4.0,4.0,4.0,3.0,3.0,1.0,3.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,7.0
1479,2.0,4.0,3.0,4.0,0.0,0.0,3.0,6.0,4.0,4.0,2.0,5.0,4.0,5.0,0.0,1.0,7.0
1480,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0
1481,4.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
1482,4.0,4.0,4.0,4.0,2.0,0.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,2.0,0.0,0.0,7.0
1483,4.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,7.0
1484,3.0,4.0,3.0,4.0,2.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,1.0,4.0,0.0,5.0,7.0
1485,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1486,4.0,3.0,0.0,4.0,4.0,3.0,2.0,6.0,4.0,6.0,5.0,5.0,0.0,5.0,3.0,0.0,7.0
1487,5.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,7.0,5.0,4.0,4.0,4.0,3.0,0.0,7.0
1488,4.0,3.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0
1489,5.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,4.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
1490,4.0,5.0,5.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,2.0,7.0
1491,5.0,0.0,0.0,0.0,5.0,3.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
1492,4.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,1.0,1.0,0.0,7.0
1493,4.0,3.0,3.0,0.0,4.0,3.0,1.0,4.0,4.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0
1494,3.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,7.0
1495,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1496,3.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
1497,2.0,4.0,4.0,2.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,5.0,7.0
1498,4.0,4.0,4.0,4.0,0.0,0.0,4.0,5.0,3.0,6.0,5.0,5.0,4.0,4.0,0.0,0.0,7.0
1499,3.0,4.0,3.0,4.0,2.0,0.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,7.0
1500,1.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0
1501,2.0,4.0,0.0,4.0,0.0,0.0,2.0,5.0,4.0,4.0,5.0,5.0,0.0,5.0,0.0,5.0,7.0
1502,3.0,4.0,3.0,3.0,0.0,0.0,2.0,5.0,4.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1503,4.0,4.0,4.0,4.0,0.0,0.0,3.0,5.0,3.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0,7.0
1504,5.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1505,5.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,4.0,8.0,5.0,0.0,0.0,0.0,4.0,0.0,7.0
1506,4.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0
1507,2.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,1.0,7.0
1508,4.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1509,2.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0
1510,4.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,0.0,0.0,7.0
1511,4.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,7.0
1512,4.0,2.0,2.0,0.0,4.0,2.0,1.0,5.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,7.0
1513,4.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0
1514,3.0,4.0,0.0,4.0,0.0,0.0,2.0,7.0,4.0,5.0,3.0,3.0,0.0,3.0,0.0,5.0,7.0
1515,5.0,4.0,4.0,0.0,0.0,0.0,2.0,5.0,3.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,7.0
1516,4.0,4.0,4.0,0.0,4.0,1.0,3.0,5.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
1517,5.0,2.0,2.0,0.0,4.0,2.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
1518,4.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0
1519,3.0,4.0,3.0,4.0,0.0,0.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,7.0
1520,4.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,4.0,6.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1521,4.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1522,5.0,4.0,4.0,4.0,0.0,0.0,3.0,6.0,4.0,7.0,5.0,5.0,5.0,3.0,0.0,0.0,7.0
1523,2.0,3.0,4.0,2.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,5.0,7.0
1524,3.0,4.0,4.0,2.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,5.0,5.0,2.0,0.0,5.0,7.0
1525,5.0,3.0,3.0,0.0,4.0,0.0,2.0,6.0,3.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1526,4.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,4.0,6.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
1527,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,1.0,1.0,7.0
1528,4.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1529,4.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1530,1.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0
1531,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,0.0,3.0,1.0,0.0,7.0
1532,5.0,4.0,4.0,3.0,4.0,2.0,3.0,6.0,4.0,7.0,5.0,5.0,5.0,4.0,2.0,0.0,7.0
1533,4.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
1534,2.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,7.0
1535,4.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
1536,4.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
